涓撲笟,鎬у埆,姣忓懆瀛︿範鏃堕暱锛堝皬鏃讹級,涓婅鍑哄嫟鐜?鏈熶腑鑰冭瘯鍒嗘暟,浣滀笟瀹屾垚鐜?鏈熸湯鑰冭瘯鍒嗘暟,鎬у埆_缂栫爜,涓撲笟_缂栫爜,
璐㈠姟绠＄悊,濂?15.94,0.82,51.17,0.92,49.83,0,2
澶ф暟鎹鐞?鐢?5.0,0.9,96.74,0.87,83.55,1,4,
浜哄伐鏅鸿兘,濂?17.76,0.76,61.07,0.8,65.56,0,1
浜哄伐鏅鸿兘,濂?20.2,0.73,62.11,0.93,64.05,0,1
璐㈠姟绠＄悊,濂?12.77,0.69,80.07,0.84,72.01,0,2
宸ュ晢绠＄悊,濂?31.49,0.89,68.11,0.95,70.86,0,0
浜哄伐鏅鸿兘,鐢?28.55,0.62,81.59,0.92,85.75,1,1
澶ф暟鎹鐞?濂?21.33,0.83,73.47,0.81,82.31,0,4,
鐢靛瓙鍟嗗姟,濂?11.53,0.72,70.82,0.87,71.64,0,3
澶ф暟鎹鐞?濂?26.55,0.68,90.28,0.71,76.62,0,4,
浜哄伐鏅鸿兘,濂?21.03,0.8,99.16,0.76,83.97,0,1
宸ュ晢绠＄悊,濂?24.16,0.82,82.18,0.9,90.83,0,0
宸ュ晢绠＄悊,鐢?31.71,0.65,75.9,0.71,82.91,1,0
澶ф暟鎹鐞?鐢?5.0,0.95,100,0.83,98.09,1,4,
宸ュ晢绠＄悊,濂?20.88,0.93,77.75,0.84,69.78,0,0
宸ュ晢绠＄悊,鐢?23.0,0.68,42.54,0.86,49.26,1,0
澶ф暟鎹鐞?濂?30.54,0.86,91.7,0.91,88.57,0,4,
浜哄伐鏅鸿兘,濂?24.42,0.89,84.39,0.91,84.37,0,1
璐㈠姟绠＄悊,鐢?12.35,0.78,75.42,0.87,67.32,1,2
浜哄伐鏅鸿兘,濂?26.18,0.76,70.99,0.79,68.99,0,1
澶ф暟鎹鐞?鐢?29.2,0.85,69.2,0.93,84.83,1,4,
澶ф暟鎹鐞?濂?32.05,0.96,65.3,0.76,73.87,0,4,
浜哄伐鏅鸿兘,濂?19.71,0.75,47.05,0.82,47.24,0,1
鐢靛瓙鍟嗗姟,鐢?15.06,0.8,61.67,0.92,54.79,1,3
澶ф暟鎹鐞?鐢?17.94,0.96,77.21,0.97,78.63,1,4,
澶ф暟鎹鐞?濂?20.73,0.71,77.24,1,98.42,0,4,
鐢靛瓙鍟嗗姟,濂?6.76,0.62,100,0.86,75,0,3
浜哄伐鏅鸿兘,鐢?31.68,0.76,68.95,0.8,71.57,1,1
宸ュ晢绠＄悊,鐢?7.21,0.98,97.99,0.98,100,1,0
澶ф暟鎹鐞?鐢?26.5,0.82,72.78,0.78,70.04,1,4,
鐢靛瓙鍟嗗姟,濂?16.93,0.64,94.1,0.88,82.01,0,3
鐢靛瓙鍟嗗姟,濂?11.35,0.85,100,0.88,98.23,0,3
澶ф暟鎹鐞?鐢?25.53,0.9,88.84,0.95,77.88,1,4,
宸ュ晢绠＄悊,鐢?17.6,0.76,100,0.84,80.27,1,0
宸ュ晢绠＄悊,濂?17.72,0.64,87.65,0.75,69.6,0,0
宸ュ晢绠＄悊,濂?18.57,0.77,84.16,0.71,61.23,0,0
鐢靛瓙鍟嗗姟,鐢?15.71,0.6,56.09,0.73,69.09,1,3
璐㈠姟绠＄悊,鐢?5.0,0.87,75.16,0.85,60.29,1,2
浜哄伐鏅鸿兘,鐢?17.43,1,92.22,0.84,75.13,1,1
澶ф暟鎹鐞?鐢?32.58,0.63,71.44,0.75,69.62,1,4,
鐢靛瓙鍟嗗姟,鐢?21.52,0.84,65.55,0.86,76.36,1,3
浜哄伐鏅鸿兘,濂?17.27,0.74,58.29,0.96,64.3,0,1
鐢靛瓙鍟嗗姟,濂?26.45,0.86,79.25,0.77,71.43,0,3
宸ュ晢绠＄悊,濂?9.17,0.92,72.51,0.82,70.61,0,0
璐㈠姟绠＄悊,濂?7.76,0.91,66.19,0.74,69.17,0,2
鐢靛瓙鍟嗗姟,鐢?23.69,0.84,73.71,0.92,74.89,1,3
澶ф暟鎹鐞?濂?29.19,0.99,86.56,0.88,84.31,0,4,
鐢靛瓙鍟嗗姟,濂?27.3,0.61,59.71,0.76,71.31,0,3
鐢靛瓙鍟嗗姟,濂?13.7,0.92,58.21,0.83,60.59,0,3
宸ュ晢绠＄悊,鐢?9.72,0.68,86.61,0.8,84.85,1,0
澶ф暟鎹鐞?濂?27.23,0.89,97.23,0.91,83.69,0,4,
浜哄伐鏅鸿兘,鐢?23.13,0.73,54.65,0.9,57.39,1,1
宸ュ晢绠＄悊,濂?25.78,0.76,87.2,0.98,75.85,0,0
澶ф暟鎹鐞?鐢?26.87,0.7,45.7,0.8,56.98,1,4,
澶ф暟鎹鐞?濂?16.97,0.86,84.67,0.93,77.72,0,4,
浜哄伐鏅鸿兘,濂?5.0,0.72,65.66,0.92,47.45,0,1
澶ф暟鎹鐞?濂?8.88,0.74,73.69,0.87,66.29,0,4,
璐㈠姟绠＄悊,濂?18.2,0.93,49.17,0.94,66.38,0,2
澶ф暟鎹鐞?鐢?40.0,0.72,79.34,0.9,75.06,1,4,
璐㈠姟绠＄悊,鐢?19.58,0.75,61.79,0.78,59.45,1,2
鐢靛瓙鍟嗗姟,鐢?9.15,0.76,72.72,0.96,71.92,1,3
澶ф暟鎹鐞?濂?21.97,0.84,93.46,0.78,73.5,0,4,
澶ф暟鎹鐞?鐢?18.67,0.99,53.9,0.94,62.76,1,4,
鐢靛瓙鍟嗗姟,濂?19.88,0.98,68.12,0.71,78.06,0,3
鐢靛瓙鍟嗗姟,濂?25.81,0.8,69.54,0.87,85.99,0,3
鐢靛瓙鍟嗗姟,濂?30.56,0.9,58.55,0.86,74.05,0,3
鐢靛瓙鍟嗗姟,鐢?19.95,0.61,54.98,0.92,59.15,1,3
宸ュ晢绠＄悊,鐢?24.05,0.99,92.04,0.98,83.86,1,0
浜哄伐鏅鸿兘,濂?25.59,0.82,96.55,0.85,92.9,0,1
宸ュ晢绠＄悊,濂?20.03,0.98,96.22,0.78,93.59,0,0
璐㈠姟绠＄悊,濂?8.18,0.7,70.89,0.97,53.95,0,2
浜哄伐鏅鸿兘,濂?25.62,0.8,58.88,0.84,73.73,0,1
璐㈠姟绠＄悊,濂?5.0,0.71,74.93,0.94,58.94,0,2
鐢靛瓙鍟嗗姟,濂?21.99,0.95,59.53,0.87,61.36,0,3
澶ф暟鎹鐞?鐢?14.68,1,45.85,0.82,56.23,1,4,
澶ф暟鎹鐞?濂?27.34,0.82,80.42,0.94,87.53,0,4,
澶ф暟鎹鐞?鐢?5.0,0.89,87.85,0.9,76.17,1,4,
鐢靛瓙鍟嗗姟,濂?22.24,0.84,84.65,0.95,82.52,0,3
鐢靛瓙鍟嗗姟,鐢?17.41,0.68,100,0.76,83.25,1,3
澶ф暟鎹鐞?濂?21.18,0.97,100,0.99,93.7,0,4,
鐢靛瓙鍟嗗姟,鐢?27.02,0.79,82.61,0.79,77.57,1,3
鐢靛瓙鍟嗗姟,鐢?8.87,0.67,65.96,0.74,64.3,1,3
澶ф暟鎹鐞?鐢?14.87,0.93,77.34,0.99,69.24,1,4,
鐢靛瓙鍟嗗姟,鐢?16.1,0.96,75.14,0.72,76.16,1,3
宸ュ晢绠＄悊,鐢?39.1,0.79,74.38,0.86,86.67,1,0
澶ф暟鎹鐞?鐢?10.17,0.74,75.95,0.71,71.07,1,4,
鐢靛瓙鍟嗗姟,濂?15.74,0.97,80.03,0.84,81.3,0,3
璐㈠姟绠＄悊,濂?16.92,0.93,59.42,0.92,69.77,0,2
浜哄伐鏅鸿兘,鐢?21.97,0.83,58.84,1,76.96,1,1
宸ュ晢绠＄悊,鐢?20.21,0.65,85.43,0.86,60.43,1,0
宸ュ晢绠＄悊,濂?28.15,0.92,64.66,0.77,77.9,0,0
宸ュ晢绠＄悊,濂?8.11,0.88,75.81,0.96,87.66,0,0
澶ф暟鎹鐞?濂?28.42,0.78,95.54,0.93,83.3,0,4,
澶ф暟鎹鐞?鐢?17.96,0.68,59.19,0.79,54.58,1,4,
鐢靛瓙鍟嗗姟,鐢?26.36,0.77,73.85,0.8,83.11,1,3
宸ュ晢绠＄悊,鐢?20.06,0.63,63.34,0.74,54.94,1,0
璐㈠姟绠＄悊,濂?27.53,0.87,75.03,0.8,71.49,0,2
鐢靛瓙鍟嗗姟,濂?7.86,0.93,57.18,0.87,61.06,0,3
鐢靛瓙鍟嗗姟,濂?34.77,0.88,81.76,0.97,80.95,0,3
宸ュ晢绠＄悊,鐢?5.94,0.99,61.67,0.89,70.15,1,0
澶ф暟鎹鐞?濂?13.15,0.84,74.88,0.7,60.23,0,4,
鐢靛瓙鍟嗗姟,鐢?23.06,0.76,63.52,0.83,69.98,1,3
璐㈠姟绠＄悊,鐢?18.82,0.92,100,0.78,87.18,1,2
浜哄伐鏅鸿兘,鐢?10.99,0.81,92.19,0.7,89.04,1,1
璐㈠姟绠＄悊,濂?11.61,0.83,78.67,0.95,82.21,0,2
浜哄伐鏅鸿兘,鐢?6.66,0.77,87,0.8,65.43,1,1
璐㈠姟绠＄悊,濂?22.04,0.97,72.32,0.78,63.58,0,2
澶ф暟鎹鐞?鐢?10.52,0.8,68.94,0.82,71.66,1,4,
宸ュ晢绠＄悊,鐢?28.74,0.95,66.73,0.78,69.07,1,0
澶ф暟鎹鐞?鐢?26.34,0.67,90.01,0.93,79.67,1,4,
宸ュ晢绠＄悊,濂?19.27,0.86,76.92,1,67.4,0,0
鐢靛瓙鍟嗗姟,鐢?22.48,0.99,64.66,0.89,77.03,1,3
璐㈠姟绠＄悊,濂?20.85,0.6,67.31,0.81,60.07,0,2
浜哄伐鏅鸿兘,濂?16.3,0.65,93.55,0.84,76.93,0,1
澶ф暟鎹鐞?濂?13.74,0.77,96.69,0.76,78.1,0,4,
澶ф暟鎹鐞?鐢?25.77,0.88,75.06,0.82,77.23,1,4,
璐㈠姟绠＄悊,鐢?28.93,0.96,51.4,0.79,71,1,2
浜哄伐鏅鸿兘,鐢?17.76,0.76,82.8,0.76,71.05,1,1
鐢靛瓙鍟嗗姟,鐢?16.77,0.65,80.03,0.85,64.67,1,3
璐㈠姟绠＄悊,濂?20.85,0.99,35.92,0.95,42.83,0,2
浜哄伐鏅鸿兘,鐢?19.0,0.98,60.05,0.89,68.34,1,1
璐㈠姟绠＄悊,鐢?17.43,0.6,73.8,0.73,64.26,1,2
璐㈠姟绠＄悊,濂?14.58,0.68,80.99,0.78,63.52,0,2
鐢靛瓙鍟嗗姟,濂?13.7,0.75,84.8,0.9,74.62,0,3
鐢靛瓙鍟嗗姟,鐢?21.69,0.78,81.02,0.92,83.51,1,3
璐㈠姟绠＄悊,濂?11.47,0.95,83.64,0.84,84.35,0,2
璐㈠姟绠＄悊,濂?20.75,0.73,94.08,0.95,70.44,0,2
澶ф暟鎹鐞?濂?20.59,0.91,61.92,0.92,65.74,0,4,
璐㈠姟绠＄悊,濂?12.48,0.7,88.82,0.73,80.46,0,2
鐢靛瓙鍟嗗姟,濂?11.09,0.77,61.57,0.91,75.68,0,3
浜哄伐鏅鸿兘,濂?21.96,0.72,70.83,0.77,62.35,0,1
宸ュ晢绠＄悊,鐢?16.56,0.62,96.44,0.77,88.93,1,0
宸ュ晢绠＄悊,鐢?14.4,0.6,69.3,0.95,53.6,1,0
鐢靛瓙鍟嗗姟,鐢?8.12,0.84,64.46,0.77,71,1,3
澶ф暟鎹鐞?鐢?14.58,0.7,69.52,0.95,64.43,1,4,
浜哄伐鏅鸿兘,濂?13.13,0.67,51.78,0.8,68.04,0,1
宸ュ晢绠＄悊,濂?30.81,0.89,97.51,0.81,86.47,0,0
浜哄伐鏅鸿兘,濂?23.83,0.89,75.3,0.76,72,0,1
澶ф暟鎹鐞?鐢?6.16,0.84,72.85,0.86,63.81,1,4,
璐㈠姟绠＄悊,鐢?15.68,0.96,78.87,0.95,62.96,1,2
宸ュ晢绠＄悊,濂?25.62,0.95,85.37,0.95,70.81,0,0
鐢靛瓙鍟嗗姟,濂?17.59,0.64,74.23,0.8,71.76,0,3
璐㈠姟绠＄悊,濂?13.88,0.97,87.54,0.93,87.63,0,2
澶ф暟鎹鐞?鐢?6.43,0.6,58.7,0.78,59,1,4,
鐢靛瓙鍟嗗姟,濂?12.39,0.84,65.6,0.97,55.17,0,3
宸ュ晢绠＄悊,鐢?34.0,0.9,72.24,0.87,82.85,1,0
宸ュ晢绠＄悊,鐢?30.23,0.88,68.23,0.93,69.46,1,0
澶ф暟鎹鐞?鐢?20.07,0.93,58.29,0.76,67.83,1,4,
鐢靛瓙鍟嗗姟,濂?7.15,0.99,80.23,0.71,79.72,0,3
璐㈠姟绠＄悊,濂?7.09,0.75,84.59,0.8,72.42,0,2
璐㈠姟绠＄悊,濂?32.74,0.85,39.34,0.76,64.34,0,2
浜哄伐鏅鸿兘,鐢?26.52,0.71,74.51,0.89,73.38,1,1
鐢靛瓙鍟嗗姟,鐢?13.54,0.96,72.7,0.82,67.9,1,3
璐㈠姟绠＄悊,鐢?14.71,0.6,63.79,0.88,62.03,1,2
宸ュ晢绠＄悊,鐢?32.38,0.73,55.9,0.79,57.84,1,0
澶ф暟鎹鐞?鐢?5.0,0.73,92.43,0.76,67.43,1,4,
宸ュ晢绠＄悊,濂?22.79,0.68,70.78,0.97,69.08,0,0
璐㈠姟绠＄悊,鐢?23.23,0.97,72.19,0.7,70.56,1,2
宸ュ晢绠＄悊,鐢?13.01,0.89,61.62,0.94,67.12,1,0
澶ф暟鎹鐞?鐢?28.87,0.87,85.22,0.81,71.67,1,4,
浜哄伐鏅鸿兘,濂?24.5,0.89,71.85,0.95,67.11,0,1
宸ュ晢绠＄悊,濂?35.18,1,54.9,0.97,79.9,0,0
宸ュ晢绠＄悊,濂?13.85,0.84,88.56,0.72,63.56,0,0
浜哄伐鏅鸿兘,鐢?18.4,0.72,82.65,0.82,78.65,1,1
璐㈠姟绠＄悊,濂?15.46,1,100,0.76,80.95,0,2
澶ф暟鎹鐞?鐢?20.85,0.62,75.36,0.86,71.48,1,4,
浜哄伐鏅鸿兘,濂?29.36,0.83,52.44,0.75,75.53,0,1
鐢靛瓙鍟嗗姟,鐢?28.91,0.86,73.59,0.83,75.7,1,3
璐㈠姟绠＄悊,鐢?5.0,0.68,99.47,0.81,80.52,1,2
鐢靛瓙鍟嗗姟,鐢?26.89,0.75,100,0.73,86.09,1,3
鐢靛瓙鍟嗗姟,鐢?28.59,0.89,67.51,0.73,71.64,1,3
浜哄伐鏅鸿兘,濂?23.27,0.68,74.2,0.84,69.75,0,1
澶ф暟鎹鐞?濂?19.58,0.91,68.63,0.77,74.9,0,4,
澶ф暟鎹鐞?鐢?29.32,1,83.51,0.86,79.11,1,4,
鐢靛瓙鍟嗗姟,濂?30.86,0.98,88.18,0.96,80.82,0,3
澶ф暟鎹鐞?濂?5.67,0.91,52.88,0.89,56.96,0,4,
鐢靛瓙鍟嗗姟,鐢?8.16,0.61,100,0.92,78.79,1,3
宸ュ晢绠＄悊,鐢?34.1,0.87,82.33,0.73,70.31,1,0
浜哄伐鏅鸿兘,鐢?21.24,0.87,88.16,0.8,79.67,1,1
璐㈠姟绠＄悊,鐢?8.58,0.99,74.54,0.71,55.94,1,2
璐㈠姟绠＄悊,濂?16.31,0.6,77.72,0.74,72.45,0,2
璐㈠姟绠＄悊,濂?18.14,0.65,67.4,0.9,51.31,0,2
宸ュ晢绠＄悊,濂?32.0,0.92,83.67,0.84,97.22,0,0
澶ф暟鎹鐞?鐢?29.25,0.63,65.9,0.96,69.08,1,4,
宸ュ晢绠＄悊,濂?16.53,0.84,68.88,0.81,60.22,0,0
澶ф暟鎹鐞?濂?26.32,0.71,64.14,0.81,66.02,0,4,
浜哄伐鏅鸿兘,濂?29.85,0.8,98.66,0.96,94.64,0,1
浜哄伐鏅鸿兘,濂?17.12,0.99,61.53,0.72,72.29,0,1
浜哄伐鏅鸿兘,濂?11.34,0.81,52.91,0.89,55.21,0,1
鐢靛瓙鍟嗗姟,濂?21.34,0.71,90.59,0.92,69.12,0,3
宸ュ晢绠＄悊,濂?17.24,0.98,67.3,0.74,58.07,0,0
鐢靛瓙鍟嗗姟,濂?7.45,0.65,71.85,0.91,65.84,0,3
浜哄伐鏅鸿兘,濂?13.55,0.64,87.46,0.78,80.43,0,1
宸ュ晢绠＄悊,濂?24.7,0.73,74.91,0.84,81.72,0,0
浜哄伐鏅鸿兘,鐢?19.34,0.97,76.6,0.89,77.29,1,1
鐢靛瓙鍟嗗姟,鐢?17.03,0.64,95.79,0.86,86.93,1,3
宸ュ晢绠＄悊,鐢?5.0,0.82,47.11,0.84,69.15,1,0
澶ф暟鎹鐞?鐢?29.83,0.71,48.22,0.85,70.81,1,4,
浜哄伐鏅鸿兘,鐢?36.33,0.67,77.43,0.75,84.06,1,1
鐢靛瓙鍟嗗姟,鐢?7.89,0.62,58.26,0.98,49.71,1,3
澶ф暟鎹鐞?濂?6.16,0.7,57.99,0.92,65.5,0,4,
浜哄伐鏅鸿兘,鐢?20.71,0.76,78.38,0.7,75.09,1,1
璐㈠姟绠＄悊,鐢?25.38,0.73,60.19,0.84,71.27,1,2
鐢靛瓙鍟嗗姟,鐢?24.69,0.96,90.21,0.72,92.16,1,3
宸ュ晢绠＄悊,鐢?22.59,1,68.45,0.75,74.55,1,0
浜哄伐鏅鸿兘,鐢?30.97,0.69,69.63,0.71,70.61,1,1
浜哄伐鏅鸿兘,濂?26.65,0.67,80.83,0.93,69.8,0,1
宸ュ晢绠＄悊,鐢?15.88,0.64,57.57,0.8,55.78,1,0
宸ュ晢绠＄悊,濂?9.74,0.65,90.74,0.91,75.47,0,0
鐢靛瓙鍟嗗姟,鐢?32.59,0.84,95.59,0.79,90.38,1,3
浜哄伐鏅鸿兘,鐢?25.14,0.72,83.74,0.79,78.91,1,1
璐㈠姟绠＄悊,鐢?29.5,0.76,85.81,0.72,86.69,1,2
宸ュ晢绠＄悊,鐢?5.0,0.94,95.38,0.72,83.36,1,0
鐢靛瓙鍟嗗姟,鐢?17.33,0.87,77.98,0.94,74.3,1,3
浜哄伐鏅鸿兘,濂?9.48,0.73,90.93,0.74,65.93,0,1
澶ф暟鎹鐞?鐢?12.94,0.64,80.05,0.95,73.73,1,4,
宸ュ晢绠＄悊,鐢?5.0,0.72,100,0.79,96.38,1,0
浜哄伐鏅鸿兘,鐢?21.65,0.82,92.03,0.91,85.2,1,1
浜哄伐鏅鸿兘,濂?21.99,0.87,78.28,0.74,71.93,0,1
鐢靛瓙鍟嗗姟,鐢?7.63,0.76,100,0.92,83.94,1,3
鐢靛瓙鍟嗗姟,濂?8.84,0.71,81.2,0.86,73.95,0,3
璐㈠姟绠＄悊,濂?28.89,0.94,64.31,0.97,79.43,0,2
浜哄伐鏅鸿兘,鐢?25.14,0.83,62.39,0.98,81.2,1,1
鐢靛瓙鍟嗗姟,濂?32.86,1,88.78,0.89,91.66,0,3
鐢靛瓙鍟嗗姟,鐢?19.57,0.61,61.23,0.93,74.16,1,3
鐢靛瓙鍟嗗姟,濂?28.55,0.64,88.64,0.93,83.69,0,3
璐㈠姟绠＄悊,鐢?9.53,0.63,58.74,0.87,70.32,1,2
澶ф暟鎹鐞?鐢?5.54,0.68,86.84,0.79,79.65,1,4,
浜哄伐鏅鸿兘,濂?34.93,0.91,79.66,0.9,90.47,0,1
璐㈠姟绠＄悊,濂?14.4,0.67,78.79,0.83,75.75,0,2
澶ф暟鎹鐞?鐢?18.18,0.69,87.28,0.93,95.82,1,4,
宸ュ晢绠＄悊,濂?30.43,0.79,77.17,0.97,87.71,0,0
浜哄伐鏅鸿兘,鐢?28.14,0.98,98.17,0.7,82.38,1,1
澶ф暟鎹鐞?濂?12.34,0.95,70.36,0.88,70.98,0,4,
澶ф暟鎹鐞?濂?22.01,0.83,73.93,0.75,69.63,0,4,
鐢靛瓙鍟嗗姟,濂?10.97,0.87,77.09,0.8,87.58,0,3
澶ф暟鎹鐞?鐢?24.77,0.65,66.77,0.88,78.06,1,4,
澶ф暟鎹鐞?鐢?14.35,0.77,89.26,0.8,92.79,1,4,
鐢靛瓙鍟嗗姟,濂?17.2,0.92,86.53,0.92,73.25,0,3
澶ф暟鎹鐞?濂?5.68,0.65,95.12,0.77,81.96,0,4,
宸ュ晢绠＄悊,鐢?5.0,0.73,75.83,0.8,50.83,1,0
澶ф暟鎹鐞?鐢?20.56,0.86,75.45,0.96,62.7,1,4,
澶ф暟鎹鐞?濂?23.68,0.62,100,0.81,80.29,0,4,
澶ф暟鎹鐞?鐢?11.1,0.75,47.11,0.8,65.66,1,4,
璐㈠姟绠＄悊,濂?26.23,0.8,88.9,0.86,75.05,0,2
鐢靛瓙鍟嗗姟,濂?7.49,0.71,65.2,0.97,61.47,0,3
鐢靛瓙鍟嗗姟,濂?11.91,0.64,86.92,0.93,83.53,0,3
浜哄伐鏅鸿兘,濂?20.08,0.98,68.14,0.88,78.75,0,1
浜哄伐鏅鸿兘,濂?27.63,0.68,70.95,0.73,86.47,0,1
浜哄伐鏅鸿兘,鐢?17.94,0.75,71.55,0.99,70.88,1,1
璐㈠姟绠＄悊,濂?13.06,0.6,84.39,0.76,65.36,0,2
鐢靛瓙鍟嗗姟,鐢?11.41,0.98,70.69,0.89,59.42,1,3
浜哄伐鏅鸿兘,濂?20.74,0.68,61.13,0.85,60.89,0,1
浜哄伐鏅鸿兘,濂?11.4,0.82,71.25,0.97,58.4,0,1
澶ф暟鎹鐞?濂?13.54,0.95,74.42,0.98,57.46,0,4,
浜哄伐鏅鸿兘,濂?30.78,0.69,78.64,0.79,90.46,0,1
璐㈠姟绠＄悊,濂?34.38,0.78,95.23,0.83,89.19,0,2
鐢靛瓙鍟嗗姟,濂?13.65,0.84,72.75,0.87,91.31,0,3
鐢靛瓙鍟嗗姟,鐢?17.71,0.95,100,0.96,80.55,1,3
鐢靛瓙鍟嗗姟,濂?30.98,0.72,56.38,0.99,66.37,0,3
鐢靛瓙鍟嗗姟,濂?23.15,0.83,85.14,0.9,74.14,0,3
澶ф暟鎹鐞?濂?17.67,0.91,91.86,0.85,75.78,0,4,
鐢靛瓙鍟嗗姟,濂?8.68,0.84,83.82,0.86,79.66,0,3
鐢靛瓙鍟嗗姟,鐢?26.84,0.93,51.43,0.87,70.31,1,3
浜哄伐鏅鸿兘,鐢?11.45,0.98,79.89,0.91,81.82,1,1
宸ュ晢绠＄悊,濂?15.14,0.8,77.97,0.92,83.75,0,0
宸ュ晢绠＄悊,濂?13.28,0.84,50.89,1,69.23,0,0
璐㈠姟绠＄悊,濂?5.0,0.93,82.06,0.82,60.23,0,2
鐢靛瓙鍟嗗姟,濂?24.37,0.84,73.24,0.93,71.39,0,3
宸ュ晢绠＄悊,濂?22.36,0.95,71.99,0.92,76.26,0,0
宸ュ晢绠＄悊,鐢?21.52,1,65.72,0.76,90.72,1,0
璐㈠姟绠＄悊,鐢?14.25,0.73,77.78,0.86,76.45,1,2
澶ф暟鎹鐞?鐢?20.04,0.72,58.41,0.76,62.17,1,4,
宸ュ晢绠＄悊,濂?24.48,0.72,87.57,0.89,85.29,0,0
浜哄伐鏅鸿兘,濂?22.01,0.86,76.38,0.76,68.78,0,1
宸ュ晢绠＄悊,濂?16.07,0.75,82.99,0.94,77.16,0,0
澶ф暟鎹鐞?濂?14.19,0.92,78.51,0.83,80.89,0,4,
鐢靛瓙鍟嗗姟,鐢?22.96,0.85,64.6,0.88,69.55,1,3
澶ф暟鎹鐞?濂?23.2,0.65,81.22,0.78,67.75,0,4,
鐢靛瓙鍟嗗姟,鐢?17.44,0.76,82,0.87,73.44,1,3
浜哄伐鏅鸿兘,鐢?13.22,0.71,74,0.84,64.2,1,1
鐢靛瓙鍟嗗姟,濂?37.0,0.82,89.07,0.98,81.47,0,3
璐㈠姟绠＄悊,鐢?14.35,0.7,67.09,0.75,57.59,1,2
宸ュ晢绠＄悊,鐢?24.64,0.88,74.36,0.89,65.58,1,0
浜哄伐鏅鸿兘,濂?33.98,0.86,66.51,0.97,69.46,0,1
宸ュ晢绠＄悊,鐢?19.4,0.78,79.5,0.78,63.7,1,0
浜哄伐鏅鸿兘,濂?22.27,0.76,83.75,0.75,83.01,0,1
鐢靛瓙鍟嗗姟,鐢?17.65,0.88,83.19,0.75,87.23,1,3
鐢靛瓙鍟嗗姟,濂?18.36,0.68,78.54,0.75,57.29,0,3
宸ュ晢绠＄悊,濂?21.11,0.67,56.89,0.92,75.34,0,0
浜哄伐鏅鸿兘,鐢?21.61,0.96,62.13,0.96,61.74,1,1
澶ф暟鎹鐞?濂?25.28,0.96,78.37,0.83,84.26,0,4,
宸ュ晢绠＄悊,鐢?20.6,0.89,59.89,0.88,68.94,1,0
璐㈠姟绠＄悊,鐢?18.28,0.84,50.92,0.97,66.86,1,2
璐㈠姟绠＄悊,濂?34.7,0.84,63.88,0.99,69.14,0,2
浜哄伐鏅鸿兘,鐢?24.79,0.9,65.5,0.74,56.12,1,1
鐢靛瓙鍟嗗姟,濂?5.0,0.81,71.51,0.9,56.2,0,3
浜哄伐鏅鸿兘,鐢?21.43,0.98,44.45,0.86,63.87,1,1
鐢靛瓙鍟嗗姟,鐢?5.03,0.94,67.3,0.8,80.87,1,3
鐢靛瓙鍟嗗姟,鐢?7.76,0.74,86.12,0.94,62.72,1,3
璐㈠姟绠＄悊,濂?5.03,0.79,92.46,0.81,71.79,0,2
宸ュ晢绠＄悊,濂?33.12,0.9,70.11,0.74,71.26,0,0
鐢靛瓙鍟嗗姟,鐢?26.82,0.97,58.22,0.79,68.76,1,3
鐢靛瓙鍟嗗姟,濂?15.29,0.62,47.09,0.87,37.09,0,3
璐㈠姟绠＄悊,鐢?10.95,0.84,78.32,0.87,83.64,1,2
澶ф暟鎹鐞?濂?20.3,0.81,100,0.87,85.54,0,4,
澶ф暟鎹鐞?濂?17.99,0.74,74.04,0.97,79.21,0,4,
浜哄伐鏅鸿兘,鐢?13.35,0.7,70.14,0.86,63.07,1,1
璐㈠姟绠＄悊,鐢?33.17,0.99,75.88,0.84,83.32,1,2
宸ュ晢绠＄悊,鐢?27.54,0.63,61.11,0.79,73.83,1,0
宸ュ晢绠＄悊,鐢?13.7,0.67,76.27,0.79,68.09,1,0
宸ュ晢绠＄悊,濂?24.01,0.79,52.94,0.92,65.43,0,0
浜哄伐鏅鸿兘,鐢?23.78,0.99,98.15,0.79,81.58,1,1
浜哄伐鏅鸿兘,濂?21.37,0.69,65.05,0.83,61.85,0,1
浜哄伐鏅鸿兘,鐢?5.24,0.82,78.21,0.8,56.52,1,1
宸ュ晢绠＄悊,鐢?32.84,0.83,61.25,0.97,69.14,1,0
宸ュ晢绠＄悊,鐢?21.92,0.96,100,0.81,97.25,1,0
璐㈠姟绠＄悊,濂?12.37,0.61,62.35,0.78,74.09,0,2
宸ュ晢绠＄悊,濂?27.41,0.63,83.56,0.73,66.87,0,0
璐㈠姟绠＄悊,鐢?16.79,0.95,84.47,0.73,78.99,1,2
澶ф暟鎹鐞?鐢?18.37,0.85,76.32,0.88,70.59,1,4,
鐢靛瓙鍟嗗姟,濂?24.46,0.75,100,0.96,98.3,0,3
浜哄伐鏅鸿兘,濂?11.11,0.76,81.76,0.98,73.69,0,1
鐢靛瓙鍟嗗姟,鐢?28.9,0.61,87.57,0.77,78.88,1,3
璐㈠姟绠＄悊,鐢?20.96,0.71,56.14,0.8,55.28,1,2
浜哄伐鏅鸿兘,鐢?7.67,0.67,52.35,0.73,36.86,1,1
鐢靛瓙鍟嗗姟,鐢?21.63,0.66,48.06,0.99,65.59,1,3
宸ュ晢绠＄悊,濂?32.33,0.65,50.66,0.72,64.58,0,0
